sample_id,image_path,parchment_tone,ink_family,stroke_width_px,scan_gain,difficulty_tier,visual_variant,degradation_label,edge_bleed_score,reverse_showthrough_score,pigment_loss_score
raw_ms_00223,images/raw_ms_00223.png,neutral,iron_gall,7,1.085,hard,foxed_noise,abrasion,0.0,0.075,0.582
raw_ms_00224,images/raw_ms_00224.png,cool,iron_gall,5,1.105,hard,scanner_jitter,abrasion,0.061,0.0,0.614
raw_ms_00225,images/raw_ms_00225.png,warm,sepia,5,0.925,medium,low_contrast,salt_bloom,0.0,0.034,0.214
raw_ms_00226,images/raw_ms_00226.png,warm,sepia,9,0.888,easy,standard,bleed_through,0.0,1.145,0.0
raw_ms_00227,images/raw_ms_00227.png,warm,iron_gall,4,0.892,hard,low_contrast,salt_bloom,0.065,0.0,0.117
raw_ms_00228,images/raw_ms_00228.png,cool,sepia,6,0.895,hard,mixed_artifact,salt_bloom,0.08,0.08,0.149
raw_ms_00229,images/raw_ms_00229.png,foxed,carbon,7,0.903,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00230,images/raw_ms_00230.png,foxed,mixed,6,1.049,easy,standard,bleed_through,0.0,0.883,0.0
raw_ms_00231,images/raw_ms_00231.png,foxed,mixed,4,0.869,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_00232,images/raw_ms_00232.png,neutral,iron_gall,7,1.072,medium,scanner_jitter,stable_ink,0.03,0.0,0.0
raw_ms_00233,images/raw_ms_00233.png,warm,mixed,7,1.02,medium,standard,feathering,0.493,0.0,0.014
raw_ms_00234,images/raw_ms_00234.png,foxed,iron_gall,5,1.01,medium,standard,feathering,0.722,0.0,0.032
raw_ms_00235,images/raw_ms_00235.png,cool,iron_gall,7,1.113,hard,mixed_artifact,salt_bloom,0.058,0.058,0.142
raw_ms_00236,images/raw_ms_00236.png,neutral,iron_gall,9,1.097,easy,standard,abrasion,0.0,0.0,0.937
raw_ms_00237,images/raw_ms_00237.png,warm,iron_gall,7,1.139,hard,low_contrast,stable_ink,0.0,0.0,0.077
raw_ms_00238,images/raw_ms_00238.png,neutral,sepia,4,0.965,medium,scanner_jitter,bleed_through,0.026,0.73,0.0
raw_ms_00239,images/raw_ms_00239.png,foxed,iron_gall,5,0.865,easy,standard,salt_bloom,0.0,0.0,0.394
raw_ms_00240,images/raw_ms_00240.png,neutral,carbon,4,1.128,easy,standard,bleed_through,0.0,1.017,0.0
raw_ms_00241,images/raw_ms_00241.png,foxed,iron_gall,8,1.025,medium,standard,stable_ink,0.0,0.02,0.0
raw_ms_00242,images/raw_ms_00242.png,cool,carbon,9,1.128,medium,standard,feathering,0.55,0.028,0.0
raw_ms_00243,images/raw_ms_00243.png,foxed,iron_gall,5,0.91,easy,standard,feathering,1.038,0.0,0.0
raw_ms_00244,images/raw_ms_00244.png,foxed,iron_gall,5,1.115,medium,low_contrast,salt_bloom,0.0,0.0,0.277
raw_ms_00245,images/raw_ms_00245.png,cool,mixed,5,1.029,medium,low_contrast,abrasion,0.0,0.0,0.831
raw_ms_00246,images/raw_ms_00246.png,warm,carbon,7,0.972,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00247,images/raw_ms_00247.png,neutral,iron_gall,5,0.914,medium,standard,abrasion,0.0,0.037,0.515
raw_ms_00248,images/raw_ms_00248.png,foxed,mixed,5,0.869,hard,scanner_jitter,stable_ink,0.0,0.052,0.03
raw_ms_00249,images/raw_ms_00249.png,warm,mixed,8,0.914,medium,foxed_noise,stable_ink,0.0,0.0,0.024
raw_ms_00250,images/raw_ms_00250.png,neutral,iron_gall,4,0.89,hard,standard,stable_ink,0.079,0.0,0.079
raw_ms_00251,images/raw_ms_00251.png,warm,carbon,6,0.903,easy,low_contrast,bleed_through,0.0,1.005,0.0
raw_ms_00252,images/raw_ms_00252.png,foxed,carbon,7,0.942,medium,scanner_jitter,bleed_through,0.0,0.617,0.019
raw_ms_00253,images/raw_ms_00253.png,warm,iron_gall,5,1.013,easy,standard,feathering,1.079,0.0,0.0
raw_ms_00254,images/raw_ms_00254.png,cool,carbon,7,1.051,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00255,images/raw_ms_00255.png,neutral,sepia,8,1.146,medium,foxed_noise,stable_ink,0.0,0.021,0.0
raw_ms_00256,images/raw_ms_00256.png,foxed,sepia,8,1.001,medium,low_contrast,bleed_through,0.0,0.801,0.039
raw_ms_00257,images/raw_ms_00257.png,warm,carbon,7,1.002,easy,standard,salt_bloom,0.0,0.0,0.361
raw_ms_00258,images/raw_ms_00258.png,foxed,iron_gall,9,0.993,medium,mixed_artifact,feathering,0.874,0.032,0.0
raw_ms_00259,images/raw_ms_00259.png,foxed,sepia,6,0.934,easy,standard,abrasion,0.0,0.0,1.115
raw_ms_00260,images/raw_ms_00260.png,foxed,iron_gall,5,1.068,hard,standard,salt_bloom,0.0,0.057,0.088
raw_ms_00261,images/raw_ms_00261.png,cool,iron_gall,7,1.013,medium,standard,bleed_through,0.0,0.756,0.035
raw_ms_00262,images/raw_ms_00262.png,cool,mixed,7,1.088,hard,foxed_noise,abrasion,0.089,0.0,0.252
raw_ms_00263,images/raw_ms_00263.png,neutral,carbon,7,1.079,hard,low_contrast,stable_ink,0.0,0.08,0.08
raw_ms_00264,images/raw_ms_00264.png,warm,mixed,6,1.105,easy,standard,abrasion,0.0,0.0,1.083
raw_ms_00265,images/raw_ms_00265.png,cool,iron_gall,7,1.14,hard,low_contrast,stable_ink,0.078,0.078,0.0
raw_ms_00266,images/raw_ms_00266.png,foxed,sepia,9,1.101,medium,standard,feathering,0.504,0.0,0.036
raw_ms_00267,images/raw_ms_00267.png,cool,carbon,4,0.917,medium,scanner_jitter,feathering,0.597,0.0,0.041
raw_ms_00268,images/raw_ms_00268.png,cool,sepia,7,1.042,medium,standard,abrasion,0.0,0.0,0.64
raw_ms_00269,images/raw_ms_00269.png,neutral,mixed,4,0.898,medium,mixed_artifact,bleed_through,0.023,0.786,0.0
raw_ms_00270,images/raw_ms_00270.png,neutral,sepia,7,1.012,medium,foxed_noise,abrasion,0.0,0.0,0.569
raw_ms_00271,images/raw_ms_00271.png,cool,carbon,7,0.94,easy,standard,salt_bloom,0.0,0.0,0.382
raw_ms_00272,images/raw_ms_00272.png,foxed,mixed,4,1.131,hard,foxed_noise,stable_ink,0.0,0.0,0.081
raw_ms_00273,images/raw_ms_00273.png,neutral,carbon,7,0.97,medium,standard,stable_ink,0.025,0.0,0.0
raw_ms_00274,images/raw_ms_00274.png,cool,iron_gall,7,1.126,hard,low_contrast,feathering,0.617,0.082,0.082
raw_ms_00275,images/raw_ms_00275.png,neutral,carbon,4,1.098,hard,foxed_noise,abrasion,0.056,0.056,0.572
raw_ms_00276,images/raw_ms_00276.png,neutral,iron_gall,5,0.913,easy,standard,bleed_through,0.0,0.949,0.0
raw_ms_00277,images/raw_ms_00277.png,neutral,sepia,5,1.023,hard,mixed_artifact,feathering,0.326,0.054,0.054
raw_ms_00278,images/raw_ms_00278.png,neutral,carbon,6,1.077,medium,standard,stable_ink,0.028,0.0,0.0
raw_ms_00279,images/raw_ms_00279.png,cool,mixed,5,1.147,easy,standard,salt_bloom,0.0,0.0,0.328
raw_ms_00280,images/raw_ms_00280.png,neutral,sepia,7,0.935,hard,standard,bleed_through,0.062,0.24,0.062
raw_ms_00281,images/raw_ms_00281.png,warm,sepia,4,1.054,hard,low_contrast,abrasion,0.083,0.083,0.592
raw_ms_00282,images/raw_ms_00282.png,warm,carbon,6,0.862,hard,low_contrast,feathering,0.59,0.069,0.039
raw_ms_00283,images/raw_ms_00283.png,warm,carbon,5,0.938,medium,standard,feathering,0.863,0.0,0.02
raw_ms_00284,images/raw_ms_00284.png,neutral,iron_gall,9,0.909,medium,foxed_noise,stable_ink,0.038,0.0,0.0
raw_ms_00285,images/raw_ms_00285.png,warm,iron_gall,7,0.932,easy,standard,bleed_through,0.0,0.956,0.0
raw_ms_00286,images/raw_ms_00286.png,warm,mixed,7,1.094,easy,standard,bleed_through,0.0,0.918,0.0
raw_ms_00287,images/raw_ms_00287.png,neutral,iron_gall,9,1.025,medium,standard,feathering,0.49,0.0,0.033
raw_ms_00288,images/raw_ms_00288.png,cool,carbon,5,1.004,hard,mixed_artifact,stable_ink,0.051,0.0,0.051
raw_ms_00289,images/raw_ms_00289.png,warm,sepia,9,1.147,medium,standard,bleed_through,0.0,0.666,0.033
raw_ms_00290,images/raw_ms_00290.png,cool,iron_gall,4,1.143,hard,low_contrast,stable_ink,0.087,0.0,0.05
raw_ms_00291,images/raw_ms_00291.png,cool,carbon,5,0.965,medium,standard,salt_bloom,0.028,0.0,0.182
raw_ms_00292,images/raw_ms_00292.png,warm,carbon,8,1.051,medium,foxed_noise,feathering,0.878,0.0,0.018
raw_ms_00293,images/raw_ms_00293.png,cool,sepia,7,0.898,medium,standard,abrasion,0.0,0.0,0.705
raw_ms_00294,images/raw_ms_00294.png,foxed,iron_gall,5,1.098,hard,low_contrast,abrasion,0.0,0.068,0.576
raw_ms_00295,images/raw_ms_00295.png,neutral,iron_gall,7,1.105,hard,standard,feathering,0.537,0.0,0.047
raw_ms_00296,images/raw_ms_00296.png,cool,carbon,7,1.149,medium,standard,bleed_through,0.0,0.57,0.038
raw_ms_00297,images/raw_ms_00297.png,foxed,iron_gall,4,1.134,hard,low_contrast,abrasion,0.091,0.091,0.372
raw_ms_00298,images/raw_ms_00298.png,warm,mixed,5,1.089,hard,low_contrast,stable_ink,0.0,0.05,0.029
raw_ms_00299,images/raw_ms_00299.png,foxed,sepia,7,1.143,hard,standard,stable_ink,0.0,0.077,0.044
raw_ms_00300,images/raw_ms_00300.png,warm,carbon,8,0.942,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00301,images/raw_ms_00301.png,warm,iron_gall,4,1.009,hard,mixed_artifact,bleed_through,0.0,0.354,0.077
raw_ms_00302,images/raw_ms_00302.png,neutral,iron_gall,5,0.87,easy,low_contrast,abrasion,0.0,0.0,1.098
raw_ms_00303,images/raw_ms_00303.png,neutral,iron_gall,7,1.145,hard,foxed_noise,abrasion,0.046,0.046,0.388
raw_ms_00304,images/raw_ms_00304.png,warm,iron_gall,9,0.99,easy,standard,bleed_through,0.0,0.977,0.0
raw_ms_00305,images/raw_ms_00305.png,neutral,carbon,7,0.941,easy,low_contrast,feathering,0.998,0.0,0.0
raw_ms_00306,images/raw_ms_00306.png,neutral,iron_gall,9,1.079,medium,low_contrast,feathering,0.742,0.0,0.038
raw_ms_00307,images/raw_ms_00307.png,warm,iron_gall,7,0.977,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00308,images/raw_ms_00308.png,cool,sepia,4,0.895,hard,low_contrast,bleed_through,0.087,0.274,0.087
raw_ms_00309,images/raw_ms_00309.png,warm,carbon,8,0.97,medium,foxed_noise,feathering,0.633,0.039,0.0
raw_ms_00310,images/raw_ms_00310.png,warm,carbon,6,1.065,hard,mixed_artifact,abrasion,0.088,0.0,0.584
raw_ms_00311,images/raw_ms_00311.png,warm,mixed,6,1.016,medium,scanner_jitter,stable_ink,0.0,0.037,0.0
raw_ms_00312,images/raw_ms_00312.png,foxed,iron_gall,8,0.951,medium,foxed_noise,stable_ink,0.0,0.0,0.02
raw_ms_00313,images/raw_ms_00313.png,warm,sepia,4,1.086,hard,low_contrast,feathering,0.423,0.0,0.065
raw_ms_00314,images/raw_ms_00314.png,cool,carbon,4,1.103,medium,foxed_noise,salt_bloom,0.0,0.021,0.183
raw_ms_00315,images/raw_ms_00315.png,foxed,iron_gall,6,0.875,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00316,images/raw_ms_00316.png,neutral,carbon,6,1.04,hard,mixed_artifact,stable_ink,0.0,0.0,0.087
raw_ms_00317,images/raw_ms_00317.png,neutral,mixed,6,0.951,medium,scanner_jitter,stable_ink,0.0,0.034,0.0
raw_ms_00318,images/raw_ms_00318.png,cool,sepia,9,0.927,medium,foxed_noise,bleed_through,0.0,0.517,0.019
raw_ms_00319,images/raw_ms_00319.png,neutral,sepia,8,1.14,medium,standard,feathering,0.749,0.0,0.034
raw_ms_00320,images/raw_ms_00320.png,warm,iron_gall,6,1.089,hard,foxed_noise,bleed_through,0.054,0.548,0.031
raw_ms_00321,images/raw_ms_00321.png,foxed,mixed,7,0.941,hard,foxed_noise,abrasion,0.0,0.062,0.356
raw_ms_00322,images/raw_ms_00322.png,neutral,iron_gall,4,0.904,medium,standard,bleed_through,0.0,0.833,0.026
raw_ms_00323,images/raw_ms_00323.png,warm,sepia,7,0.977,easy,standard,feathering,1.138,0.0,0.0
raw_ms_00324,images/raw_ms_00324.png,warm,iron_gall,8,1.036,medium,standard,salt_bloom,0.0,0.034,0.242
raw_ms_00325,images/raw_ms_00325.png,warm,sepia,6,0.951,hard,standard,bleed_through,0.046,0.534,0.046
raw_ms_00326,images/raw_ms_00326.png,warm,mixed,6,0.972,hard,mixed_artifact,abrasion,0.0,0.061,0.344
raw_ms_00327,images/raw_ms_00327.png,neutral,iron_gall,4,0.972,hard,foxed_noise,abrasion,0.081,0.081,0.424
raw_ms_00328,images/raw_ms_00328.png,cool,iron_gall,6,0.947,medium,standard,feathering,0.681,0.024,0.0
raw_ms_00329,images/raw_ms_00329.png,neutral,sepia,4,1.042,medium,mixed_artifact,salt_bloom,0.031,0.0,0.249
raw_ms_00330,images/raw_ms_00330.png,foxed,sepia,4,1.091,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_00331,images/raw_ms_00331.png,cool,iron_gall,4,0.877,medium,low_contrast,abrasion,0.0,0.04,0.833
raw_ms_00332,images/raw_ms_00332.png,warm,iron_gall,8,1.069,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_00333,images/raw_ms_00333.png,neutral,iron_gall,7,0.934,hard,mixed_artifact,bleed_through,0.0,0.323,0.077
raw_ms_00334,images/raw_ms_00334.png,warm,sepia,6,0.918,medium,foxed_noise,stable_ink,0.0,0.025,0.0
raw_ms_00335,images/raw_ms_00335.png,neutral,iron_gall,6,1.065,hard,standard,salt_bloom,0.075,0.075,0.105
raw_ms_00336,images/raw_ms_00336.png,warm,sepia,5,1.148,medium,standard,abrasion,0.0,0.02,0.51
raw_ms_00337,images/raw_ms_00337.png,neutral,sepia,8,1.121,medium,low_contrast,bleed_through,0.0,0.739,0.036
raw_ms_00338,images/raw_ms_00338.png,cool,sepia,4,1.08,hard,low_contrast,abrasion,0.0,0.084,0.462
raw_ms_00339,images/raw_ms_00339.png,foxed,carbon,9,0.878,easy,standard,abrasion,0.0,0.0,0.885
raw_ms_00340,images/raw_ms_00340.png,foxed,iron_gall,5,0.903,easy,standard,feathering,1.02,0.0,0.0
raw_ms_00341,images/raw_ms_00341.png,warm,sepia,7,0.888,easy,low_contrast,abrasion,0.0,0.0,0.882
raw_ms_00342,images/raw_ms_00342.png,foxed,iron_gall,8,1.082,medium,standard,bleed_through,0.0,0.647,0.034
raw_ms_00343,images/raw_ms_00343.png,neutral,mixed,7,0.912,easy,low_contrast,feathering,0.973,0.0,0.0
raw_ms_00344,images/raw_ms_00344.png,cool,carbon,6,0.892,medium,standard,bleed_through,0.0,0.79,0.029
raw_ms_00345,images/raw_ms_00345.png,foxed,sepia,7,1.144,easy,standard,feathering,1.121,0.0,0.0
raw_ms_00346,images/raw_ms_00346.png,cool,iron_gall,5,1.098,medium,low_contrast,stable_ink,0.0,0.021,0.0
raw_ms_00347,images/raw_ms_00347.png,warm,sepia,6,1.112,easy,standard,salt_bloom,0.0,0.0,0.405
raw_ms_00348,images/raw_ms_00348.png,warm,sepia,6,1.136,medium,low_contrast,bleed_through,0.0,0.674,0.04
raw_ms_00349,images/raw_ms_00349.png,warm,iron_gall,8,1.122,medium,low_contrast,stable_ink,0.0,0.029,0.0
raw_ms_00350,images/raw_ms_00350.png,warm,iron_gall,6,1.107,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00351,images/raw_ms_00351.png,warm,carbon,5,0.897,hard,standard,abrasion,0.064,0.0,0.266
raw_ms_00352,images/raw_ms_00352.png,cool,iron_gall,4,0.947,easy,standard,bleed_through,0.0,1.083,0.0
raw_ms_00353,images/raw_ms_00353.png,foxed,iron_gall,7,0.873,hard,foxed_noise,stable_ink,0.053,0.0,0.03
raw_ms_00354,images/raw_ms_00354.png,warm,iron_gall,8,0.977,medium,standard,bleed_through,0.0,0.526,0.03
raw_ms_00355,images/raw_ms_00355.png,warm,carbon,4,0.932,medium,low_contrast,stable_ink,0.0,0.0,0.026
raw_ms_00356,images/raw_ms_00356.png,warm,carbon,8,0.916,medium,low_contrast,stable_ink,0.0,0.0,0.016
raw_ms_00357,images/raw_ms_00357.png,foxed,iron_gall,4,0.896,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00358,images/raw_ms_00358.png,warm,sepia,5,1.081,hard,low_contrast,bleed_through,0.088,0.363,0.05
raw_ms_00359,images/raw_ms_00359.png,neutral,sepia,9,1.116,easy,standard,salt_bloom,0.0,0.0,0.332
raw_ms_00360,images/raw_ms_00360.png,neutral,sepia,7,0.928,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00361,images/raw_ms_00361.png,neutral,sepia,8,1.023,medium,scanner_jitter,abrasion,0.0,0.035,0.733
raw_ms_00362,images/raw_ms_00362.png,warm,iron_gall,4,1.001,hard,mixed_artifact,bleed_through,0.068,0.575,0.068
raw_ms_00363,images/raw_ms_00363.png,foxed,iron_gall,7,0.979,medium,standard,salt_bloom,0.0,0.0,0.286
raw_ms_00364,images/raw_ms_00364.png,neutral,iron_gall,4,1.139,hard,mixed_artifact,abrasion,0.05,0.0,0.324
raw_ms_00365,images/raw_ms_00365.png,cool,iron_gall,9,0.884,medium,standard,abrasion,0.0,0.037,0.722
raw_ms_00366,images/raw_ms_00366.png,neutral,carbon,6,0.895,hard,foxed_noise,stable_ink,0.077,0.0,0.077
raw_ms_00367,images/raw_ms_00367.png,neutral,mixed,6,0.936,easy,standard,feathering,1.103,0.0,0.0
raw_ms_00368,images/raw_ms_00368.png,neutral,carbon,8,0.958,medium,low_contrast,feathering,0.489,0.0,0.014
raw_ms_00369,images/raw_ms_00369.png,neutral,carbon,8,0.995,easy,low_contrast,abrasion,0.0,0.0,0.983
raw_ms_00370,images/raw_ms_00370.png,foxed,carbon,9,0.958,medium,scanner_jitter,feathering,0.624,0.0,0.027
raw_ms_00371,images/raw_ms_00371.png,foxed,carbon,6,1.05,medium,standard,salt_bloom,0.036,0.0,0.295
raw_ms_00372,images/raw_ms_00372.png,foxed,sepia,4,0.893,easy,standard,bleed_through,0.0,1.126,0.0
raw_ms_00373,images/raw_ms_00373.png,neutral,iron_gall,5,1.145,medium,standard,bleed_through,0.0,0.821,0.029
raw_ms_00374,images/raw_ms_00374.png,warm,iron_gall,7,1.126,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00375,images/raw_ms_00375.png,cool,sepia,4,1.136,hard,foxed_noise,stable_ink,0.0,0.088,0.088
raw_ms_00376,images/raw_ms_00376.png,warm,carbon,4,1.091,medium,standard,stable_ink,0.02,0.0,0.0
raw_ms_00377,images/raw_ms_00377.png,warm,iron_gall,7,0.911,easy,standard,feathering,1.092,0.0,0.0
raw_ms_00378,images/raw_ms_00378.png,foxed,mixed,4,0.903,hard,mixed_artifact,salt_bloom,0.051,0.0,0.116
raw_ms_00379,images/raw_ms_00379.png,warm,iron_gall,8,0.934,easy,standard,bleed_through,0.0,1.087,0.0
raw_ms_00380,images/raw_ms_00380.png,warm,iron_gall,6,1.013,hard,mixed_artifact,stable_ink,0.065,0.065,0.0
raw_ms_00381,images/raw_ms_00381.png,foxed,carbon,7,0.885,medium,scanner_jitter,feathering,0.524,0.0,0.029
raw_ms_00382,images/raw_ms_00382.png,foxed,carbon,7,1.093,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00383,images/raw_ms_00383.png,warm,carbon,5,0.878,hard,standard,salt_bloom,0.0,0.066,0.128
raw_ms_00384,images/raw_ms_00384.png,foxed,sepia,6,0.984,easy,standard,salt_bloom,0.0,0.0,0.4
raw_ms_00385,images/raw_ms_00385.png,foxed,mixed,6,0.903,easy,standard,feathering,1.132,0.0,0.0
raw_ms_00386,images/raw_ms_00386.png,cool,mixed,7,1.028,easy,standard,salt_bloom,0.0,0.0,0.341
raw_ms_00387,images/raw_ms_00387.png,neutral,sepia,6,0.914,hard,mixed_artifact,bleed_through,0.074,0.271,0.074
raw_ms_00388,images/raw_ms_00388.png,warm,iron_gall,4,0.963,hard,foxed_noise,salt_bloom,0.087,0.0,0.097
raw_ms_00389,images/raw_ms_00389.png,warm,carbon,8,0.909,medium,mixed_artifact,stable_ink,0.0,0.0,0.011
raw_ms_00390,images/raw_ms_00390.png,cool,mixed,5,0.938,hard,foxed_noise,stable_ink,0.074,0.0,0.074
raw_ms_00391,images/raw_ms_00391.png,neutral,mixed,4,1.116,easy,standard,feathering,0.895,0.0,0.0
raw_ms_00392,images/raw_ms_00392.png,cool,iron_gall,5,1.053,medium,foxed_noise,bleed_through,0.0,0.761,0.021
raw_ms_00393,images/raw_ms_00393.png,foxed,iron_gall,9,0.917,easy,standard,feathering,1.035,0.0,0.0
raw_ms_00394,images/raw_ms_00394.png,warm,carbon,8,1.017,easy,standard,bleed_through,0.0,0.989,0.0
raw_ms_00395,images/raw_ms_00395.png,neutral,sepia,8,1.009,medium,standard,feathering,0.499,0.0,0.022
raw_ms_00396,images/raw_ms_00396.png,foxed,sepia,6,0.928,hard,scanner_jitter,salt_bloom,0.068,0.068,0.116
raw_ms_00397,images/raw_ms_00397.png,warm,iron_gall,6,1.114,easy,standard,feathering,1.099,0.0,0.0
raw_ms_00398,images/raw_ms_00398.png,cool,iron_gall,4,1.115,hard,mixed_artifact,stable_ink,0.0,0.0,0.087
raw_ms_00399,images/raw_ms_00399.png,cool,sepia,5,0.967,medium,standard,feathering,0.703,0.0,0.032
raw_ms_00400,images/raw_ms_00400.png,neutral,iron_gall,7,0.904,medium,low_contrast,salt_bloom,0.036,0.0,0.254
raw_ms_00401,images/raw_ms_00401.png,neutral,sepia,5,1.0,hard,scanner_jitter,bleed_through,0.066,0.542,0.038
raw_ms_00402,images/raw_ms_00402.png,foxed,iron_gall,6,1.1,easy,low_contrast,bleed_through,0.0,0.927,0.0
raw_ms_00403,images/raw_ms_00403.png,warm,carbon,6,0.909,medium,standard,feathering,0.639,0.0,0.018
raw_ms_00404,images/raw_ms_00404.png,warm,iron_gall,6,0.984,easy,standard,abrasion,0.0,0.0,1.009
raw_ms_00405,images/raw_ms_00405.png,foxed,sepia,4,0.912,hard,standard,feathering,0.474,0.074,0.074
raw_ms_00406,images/raw_ms_00406.png,warm,sepia,5,0.888,easy,standard,abrasion,0.0,0.0,1.117
raw_ms_00407,images/raw_ms_00407.png,cool,sepia,5,0.914,easy,standard,abrasion,0.0,0.0,1.08
raw_ms_00408,images/raw_ms_00408.png,foxed,iron_gall,7,1.1,hard,scanner_jitter,feathering,0.273,0.081,0.081
raw_ms_00409,images/raw_ms_00409.png,warm,carbon,8,1.084,medium,standard,stable_ink,0.0,0.0,0.031
raw_ms_00410,images/raw_ms_00410.png,neutral,iron_gall,5,0.952,medium,standard,abrasion,0.0,0.0,0.713
raw_ms_00411,images/raw_ms_00411.png,foxed,carbon,8,1.007,easy,low_contrast,stable_ink,0.0,0.0,0.0
raw_ms_00412,images/raw_ms_00412.png,neutral,iron_gall,4,1.105,hard,mixed_artifact,salt_bloom,0.05,0.05,0.14
raw_ms_00413,images/raw_ms_00413.png,warm,carbon,7,0.896,hard,scanner_jitter,feathering,0.271,0.0,0.054
raw_ms_00414,images/raw_ms_00414.png,warm,carbon,4,0.97,medium,scanner_jitter,abrasion,0.0,0.041,0.508
raw_ms_00415,images/raw_ms_00415.png,neutral,carbon,9,0.981,medium,foxed_noise,feathering,0.692,0.039,0.0
raw_ms_00416,images/raw_ms_00416.png,warm,sepia,4,0.888,easy,standard,bleed_through,0.0,0.903,0.0
raw_ms_00417,images/raw_ms_00417.png,foxed,sepia,7,0.873,medium,standard,stable_ink,0.0,0.0,0.025
raw_ms_00418,images/raw_ms_00418.png,neutral,iron_gall,4,0.968,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00419,images/raw_ms_00419.png,foxed,sepia,9,1.048,medium,scanner_jitter,salt_bloom,0.0,0.026,0.265
raw_ms_00420,images/raw_ms_00420.png,warm,mixed,9,1.083,medium,standard,bleed_through,0.0,0.531,0.01
raw_ms_00421,images/raw_ms_00421.png,warm,sepia,7,1.098,hard,standard,abrasion,0.054,0.0,0.462
raw_ms_00422,images/raw_ms_00422.png,warm,iron_gall,5,0.994,easy,standard,feathering,1.154,0.0,0.0
raw_ms_00423,images/raw_ms_00423.png,foxed,iron_gall,8,0.926,medium,standard,abrasion,0.0,0.0,0.747
raw_ms_00424,images/raw_ms_00424.png,warm,sepia,4,1.137,medium,standard,bleed_through,0.0,0.548,0.02
raw_ms_00425,images/raw_ms_00425.png,neutral,iron_gall,4,0.991,medium,scanner_jitter,bleed_through,0.036,0.67,0.0
raw_ms_00426,images/raw_ms_00426.png,cool,sepia,4,1.097,easy,standard,stable_ink,0.0,0.0,0.0
raw_ms_00427,images/raw_ms_00427.png,cool,carbon,6,0.919,hard,low_contrast,bleed_through,0.081,0.342,0.046
raw_ms_00428,images/raw_ms_00428.png,warm,carbon,9,0.916,medium,standard,stable_ink,0.024,0.0,0.0
raw_ms_00429,images/raw_ms_00429.png,foxed,iron_gall,9,0.939,medium,mixed_artifact,salt_bloom,0.0,0.0,0.22
raw_ms_00430,images/raw_ms_00430.png,warm,iron_gall,4,0.919,medium,standard,bleed_through,0.0,0.511,0.024
raw_ms_00431,images/raw_ms_00431.png,warm,sepia,8,0.914,medium,standard,feathering,0.533,0.0,0.017
raw_ms_00432,images/raw_ms_00432.png,cool,sepia,6,1.103,hard,mixed_artifact,feathering,0.449,0.0,0.063
raw_ms_00433,images/raw_ms_00433.png,neutral,carbon,4,1.127,hard,foxed_noise,abrasion,0.047,0.0,0.262
raw_ms_00434,images/raw_ms_00434.png,warm,iron_gall,9,1.074,medium,low_contrast,stable_ink,0.0,0.0,0.02
raw_ms_00435,images/raw_ms_00435.png,foxed,sepia,4,1.11,hard,scanner_jitter,stable_ink,0.071,0.0,0.071
